apl,LSDP|2016_LRS,LSDP|2019_EP,LSDP|2020_LRS,LSDP|2024_EP,LSDP|2024_LRS,LSDP|summary,TS-LKD|2016_LRS,TS-LKD|2019_EP,TS-LKD|2020_LRS,TS-LKD|2024_EP,TS-LKD|2024_LRS,TS-LKD|summary,LVŽS|2016_LRS,LVŽS|2019_EP,LVŽS|2020_LRS,LVŽS|2024_EP,LVŽS|2024_LRS,LVŽS|summary,LRP|2016_LRS,LRP|2019_EP,LRP|2020_LRS,LRP|2024_EP,LRP|2024_LRS,LRP|summary,LS|2016_LRS,LS|2019_EP,LS|2020_LRS,LS|2024_EP,LS|2024_LRS,LS|summary,DSVL|2016_LRS,DSVL|2019_EP,DSVL|2020_LRS,DSVL|2024_EP,DSVL|2024_LRS,DSVL|summary,LP|2016_LRS,LP|2019_EP,LP|2020_LRS,LP|2024_EP,LP|2024_LRS,LP|summary,LT|2016_LRS,LT|2019_EP,LT|2020_LRS,LT|2024_EP,LT|2024_LRS,LT|summary,LLRA-KŠS|2016_LRS,LLRA-KŠS|2019_EP,LLRA-KŠS|2020_LRS,LLRA-KŠS|2024_EP,LLRA-KŠS|2024_LRS,LLRA-KŠS|summary,DP|2016_LRS,DP|2019_EP,DP|2020_LRS,DP|2024_EP,DP|2024_LRS,DP|summary,TTS|2016_LRS,TTS|2019_EP,TTS|2020_LRS,TTS|2024_EP,TTS|2024_LRS,TTS|summary,NS|2016_LRS,NS|2019_EP,NS|2020_LRS,NS|2024_EP,NS|2024_LRS,NS|summary,LŽP|2016_LRS,LŽP|2019_EP,LŽP|2020_LRS,LŽP|2024_EP,LŽP|2024_LRS,LŽP|summary,LLP|2016_LRS,LLP|2019_EP,LLP|2020_LRS,LLP|2024_EP,LLP|2024_LRS,LLP|summary,TK|2016_LRS,TK|2019_EP,TK|2020_LRS,TK|2024_EP,TK|2024_LRS,TK|summary,NA|2016_LRS,NA|2019_EP,NA|2020_LRS,NA|2024_EP,NA|2024_LRS,NA|summary,TURNOUT|2016_LRS,TURNOUT|2019_EP,TURNOUT|2020_LRS,TURNOUT|2024_EP,TURNOUT|2024_LRS,TURNOUT|summary,VOTERS|2016_LRS,VOTERS|2019_EP,VOTERS|2020_LRS,VOTERS|2024_EP,VOTERS|2024_LRS,VOTERS|summary,lrecon|2016_LRS,lrecon|2019_EP,lrecon|2020_LRS,lrecon|2024_EP,lrecon|2024_LRS,lrecon|summary,galtan|2016_LRS,galtan|2019_EP,galtan|2020_LRS,galtan|2024_EP,galtan|2024_LRS,galtan|summary
39:2:vkudirkos,30.44,30.93,18.12,46.11,44.58,36.52,7.35,9.14,11.07,5.39,7.01,7.84,24.13,17.93,31.81,14.37,10.32,17.43,,3.37,3.32,3.29,0.53,2.09,11.78,4.65,4.84,2.4,3.44,4.53,,,,4.79,7.14,6.44,,,6.64,2.69,1.46,2.99,6.5,3.48,0.83,0.3,0.53,1.6,0.8,1.28,0.55,0.3,0.26,0.53,4.24,11.06,14.94,0.6,1.19,5.43,10.17,3.05,3.04,9.58,0.93,4.0,,2.28,1.11,2.1,0.4,1.19,1.42,2.6,0.83,1.5,1.72,1.63,0.78,,0.14,,2.38,1.55,,,,5.99,1.19,2.61,,,,,18.12,18.12,46.39,47.22,42.5,20.85,46.74,41.7,1896.13,1834.02,1800.0,1669.0,1658.0,1736.6,-0.11,-0.65,-0.72,-1.06,-0.84,-0.75,-0.31,-0.03,0.06,-0.15,0.33,0.09
39:6:akmenės1oji,19.38,26.95,12.27,31.27,28.5,25.03,14.8,13.6,16.1,14.49,11.85,13.68,27.63,17.26,34.1,19.08,19.39,22.42,,2.91,3.42,5.48,0.49,2.57,12.68,4.91,4.63,3.18,4.41,5.11,,,,2.83,6.66,5.34,,,4.73,3.36,1.47,2.74,8.05,2.59,0.91,0.35,0.29,1.54,0.08,0.1,0.0,0.0,0.0,0.02,5.27,9.39,13.88,2.12,2.74,5.85,7.28,4.86,3.52,5.3,1.67,3.76,,3.1,1.81,2.47,1.47,2.03,1.86,2.33,0.91,3.18,0.69,1.59,0.5,,0.2,,1.18,0.81,,,,5.3,2.74,3.62,,,,,19.2,19.2,58.28,56.48,51.05,30.27,54.05,49.64,2125.91,2057.12,2051.0,1939.0,1924.0,1990.01,0.01,-0.61,-0.71,-0.81,-0.7,-0.64,-0.24,0.05,0.21,0.14,0.59,0.27
30:9:statybininkų,19.28,24.14,14.63,25.32,28.1,23.76,22.96,18.86,27.72,20.89,16.34,20.2,21.99,11.36,21.6,8.86,8.01,12.41,,2.61,3.57,6.96,1.96,3.42,7.23,3.09,4.42,5.38,5.39,5.03,,,,5.7,9.64,8.35,,,7.65,5.06,3.76,4.99,6.88,3.95,1.87,1.27,0.65,2.11,0.03,0.56,0.17,0.0,0.0,0.12,6.2,9.06,9.52,2.85,2.45,5.16,8.85,8.62,1.36,6.96,1.31,4.27,,3.17,2.72,4.43,3.27,3.39,2.71,1.63,1.02,2.22,1.47,1.68,0.83,,0.17,,0.98,0.74,,,,1.9,2.45,2.27,,,,,16.67,16.67,47.74,49.47,42.34,24.26,46.99,42.41,1573.55,1514.88,1450.0,1348.0,1330.0,1407.21,0.02,-0.47,-0.65,-0.62,-0.55,-0.51,-0.16,0.0,-0.03,0.12,0.42,0.16
39:9:kairiškių,18.75,23.97,12.37,48.0,44.66,34.66,7.67,6.14,9.28,9.33,8.74,8.48,30.49,21.5,32.99,12.0,12.62,18.8,,1.79,6.19,4.0,1.94,3.23,8.73,4.69,4.12,2.67,2.91,3.86,,,,9.33,0.97,4.34,,,5.15,4.0,6.8,5.56,11.56,6.15,2.06,0.0,0.0,2.34,0.01,0.02,0.0,0.0,0.0,0.0,10.16,19.14,14.43,1.33,2.91,7.53,4.21,3.15,3.09,5.33,1.94,3.33,,1.22,1.03,0.0,0.0,0.39,3.58,3.38,4.12,2.67,1.94,2.84,0.05,,0.0,,0.97,0.57,,,,1.33,2.91,2.27,,,,,13.59,13.59,44.09,44.8,38.4,29.84,41.57,38.97,363.91,332.43,263.0,258.0,255.0,278.84,-0.05,-0.45,-0.69,-1.01,-0.69,-0.67,-0.21,0.01,0.17,-0.25,0.18,0.02
39:11:kivylių,23.73,27.35,13.86,43.88,31.51,30.05,12.59,10.88,9.41,7.19,5.48,7.9,40.11,29.33,50.99,22.3,25.11,30.78,,3.92,0.5,0.72,1.37,1.42,3.22,1.09,0.99,0.0,2.74,1.65,,,,2.88,8.68,6.52,,,4.95,2.16,1.37,2.38,8.43,3.81,0.99,1.44,0.0,1.77,0.0,0.0,0.5,0.0,0.46,0.26,6.07,9.6,10.89,3.6,2.74,5.54,3.05,2.37,0.0,7.19,1.37,2.74,,0.96,1.98,0.0,0.46,0.7,1.27,2.38,1.98,1.44,4.11,2.66,1.26,,0.0,,1.37,0.99,,,,5.76,2.74,3.87,,,,,13.24,13.24,55.5,52.44,51.83,36.64,58.03,51.17,323.75,291.57,409.07,393.0,386.0,373.11,-0.18,-0.64,-0.76,-1.04,-0.88,-0.8,-0.08,0.1,0.37,0.03,0.55,0.29
39:15:pavenčio,21.76,24.41,15.34,36.58,27.96,26.53,9.35,7.64,10.71,5.7,6.17,7.32,31.75,23.82,34.24,19.46,16.3,22.33,,2.93,3.15,8.05,2.06,3.67,12.81,6.2,6.09,5.03,2.92,5.27,,,,2.68,9.61,7.38,,,6.93,3.36,2.74,3.76,6.09,3.66,1.47,0.34,0.34,1.56,0.05,0.38,0.42,0.0,0.0,0.12,4.23,9.63,11.13,1.01,2.57,4.78,8.02,5.74,3.15,7.72,1.2,4.09,,1.71,1.89,0.67,0.51,0.97,1.81,2.62,2.31,2.01,1.72,2.0,0.96,,0.21,,4.12,2.73,,,,5.03,2.57,3.36,,,,,21.78,21.78,48.06,43.64,37.92,24.8,49.34,41.87,1362.45,1350.12,1308.0,1222.0,1212.0,1263.55,-0.06,-0.59,-0.66,-0.97,-0.77,-0.7,-0.24,0.11,0.08,0.03,0.59,0.25
30:21:volungės,17.23,24.3,14.13,23.68,31.39,24.56,20.89,15.72,23.47,16.53,13.58,16.85,26.26,14.4,23.89,9.79,6.41,13.19,,2.07,3.65,5.42,1.99,3.0,6.68,5.56,7.03,6.08,6.79,6.5,,,,8.86,13.39,11.98,,,7.52,5.56,2.69,4.5,5.98,3.04,1.48,0.66,0.32,1.55,0.52,0.32,0.28,0.13,0.13,0.22,4.78,7.5,8.22,2.25,1.67,4.12,10.64,8.04,2.6,9.66,1.15,4.91,,2.69,1.69,2.91,2.37,2.4,3.82,2.09,1.19,3.44,1.35,2.05,0.78,,0.28,,1.79,1.25,,,,4.5,1.67,2.55,,,,,14.99,14.99,50.86,53.15,46.22,25.33,52.69,46.57,3273.66,3124.35,3213.0,3032.0,3031.0,3100.48,0.0,-0.51,-0.62,-0.66,-0.62,-0.55,-0.14,-0.04,-0.05,0.04,0.37,0.12
39:7:alkiškių,17.95,26.52,12.63,42.45,34.43,29.76,10.17,5.77,9.47,1.89,6.56,6.28,34.59,21.24,37.37,21.7,20.77,25.16,,1.18,3.16,0.94,0.55,1.25,7.61,6.13,4.21,3.77,4.92,4.94,,,,1.89,1.64,1.73,,,3.16,2.83,1.64,2.31,10.09,2.88,3.16,0.94,0.0,2.0,0.02,0.03,0.0,0.0,0.0,0.01,4.27,13.81,16.84,1.89,2.73,6.75,10.02,3.96,4.74,11.32,1.64,5.26,,3.34,2.11,0.0,3.28,2.3,1.08,4.43,1.05,4.72,2.73,2.95,0.05,,0.0,,2.19,1.31,,,,2.83,2.73,2.77,,,,,16.94,16.94,45.38,48.29,49.49,30.88,53.3,46.52,479.27,438.94,394.0,353.0,349.0,381.11,-0.09,-0.59,-0.72,-1.04,-0.77,-0.74,-0.15,0.02,0.26,-0.06,0.51,0.22
39:12:kruopių,16.31,27.16,11.26,31.61,20.57,21.35,7.7,7.88,6.11,5.17,4.43,5.69,52.22,36.31,55.93,40.23,49.68,47.51,,1.85,2.89,5.17,0.32,2.14,6.19,2.49,2.9,0.57,1.27,2.1,,,,2.3,3.48,3.08,,,1.17,2.3,1.58,1.66,4.96,2.46,1.47,1.72,0.32,1.56,0.0,0.6,0.29,0.0,0.0,0.14,3.22,7.07,7.83,0.0,0.95,3.18,5.69,3.31,2.32,9.77,0.95,3.69,,1.28,3.19,0.0,0.32,1.02,2.23,4.64,2.33,1.15,4.43,3.21,0.49,,0.58,,0.95,0.77,,,,0.0,0.95,0.63,,,,,10.76,10.76,54.66,49.29,55.33,28.55,53.17,48.5,478.87,426.37,423.8,627.0,615.0,540.57,-0.18,-0.62,-0.8,-1.0,-0.89,-0.79,-0.05,0.1,0.52,0.46,0.9,0.54
39:8:daubiškių,13.47,22.58,9.55,39.2,29.07,25.6,11.62,8.46,9.98,8.52,7.36,8.64,42.15,29.32,48.15,22.16,28.68,31.93,,1.97,3.11,6.82,1.16,3.09,9.62,3.06,2.16,2.27,2.33,3.09,,,,3.41,7.36,5.83,,,3.36,1.14,1.16,1.65,5.78,3.32,0.68,1.14,0.0,1.41,0.41,0.0,0.0,0.0,0.0,0.04,7.4,14.23,13.87,2.27,3.49,6.9,2.85,3.05,1.6,5.68,0.0,2.28,,2.5,1.48,1.14,0.0,0.96,3.15,4.16,2.68,2.27,2.33,2.72,0.99,,0.28,,0.78,0.68,,,,3.98,3.49,3.68,,,,,16.28,16.28,46.29,43.38,41.37,29.13,43.21,39.99,586.41,576.41,431.77,618.0,611.0,574.43,-0.07,-0.5,-0.77,-0.99,-0.85,-0.74,-0.1,0.14,0.4,0.07,0.65,0.33
39:17:luokavos,32.93,32.67,13.39,55.86,38.5,36.59,10.45,8.86,9.82,6.21,8.45,8.44,29.13,19.46,37.95,13.79,17.37,21.64,,4.83,4.91,2.07,0.47,2.46,9.15,6.22,6.7,4.14,5.63,5.92,,,,2.76,4.23,3.65,,,6.25,2.07,1.88,2.96,6.46,3.2,0.45,0.0,0.0,1.2,0.19,0.1,0.45,0.0,0.0,0.11,2.77,8.55,14.29,0.0,2.82,5.05,3.9,3.62,0.89,3.45,0.47,2.03,,1.66,0.89,2.07,2.35,1.88,1.19,2.57,2.68,4.14,2.35,2.73,1.94,,0.0,,0.0,0.3,,,,3.45,2.82,3.07,,,,,15.49,15.49,57.39,56.09,51.21,34.93,51.2,48.88,607.76,583.46,453.0,418.0,418.0,467.72,-0.14,-0.67,-0.63,-1.07,-0.76,-0.73,-0.27,-0.07,0.13,-0.3,0.39,0.05
39:19:ventos,22.26,25.62,12.7,40.23,28.75,27.15,11.84,10.63,14.82,13.31,9.64,11.63,29.19,20.57,34.04,13.31,13.74,19.71,,3.64,3.58,5.38,0.47,2.69,14.47,6.27,5.7,4.82,4.42,5.97,,,,4.82,9.79,8.07,,,5.7,2.27,2.05,2.95,5.24,3.04,1.3,0.0,0.0,1.19,0.35,0.41,0.0,0.57,0.32,0.33,4.02,10.81,13.03,1.7,1.58,5.23,7.28,4.31,2.28,5.95,1.26,3.42,,1.8,0.98,0.57,0.79,0.95,1.9,2.53,2.12,1.7,2.53,2.23,0.84,,0.49,,2.69,1.83,,,,4.25,1.58,2.5,,,,,21.96,21.96,52.73,52.58,47.34,28.83,51.52,46.55,1429.08,1394.59,1371.0,1252.0,1250.0,1310.68,-0.02,-0.54,-0.64,-0.92,-0.72,-0.65,-0.26,0.04,0.14,-0.08,0.53,0.19
30:5:santaikos,19.62,20.19,11.33,15.96,24.81,19.5,24.15,17.09,28.43,27.3,17.94,22.07,24.69,14.38,26.44,9.93,8.59,14.52,,2.6,2.39,6.03,1.53,2.82,7.61,7.42,5.96,3.19,8.4,6.75,,,,9.22,12.4,11.35,,,8.55,3.9,3.63,4.89,2.91,2.78,1.39,1.06,0.38,1.3,0.55,0.96,0.6,0.0,0.19,0.38,5.24,5.35,5.96,1.77,2.86,3.83,8.71,8.96,1.19,7.09,1.15,4.2,,3.77,1.59,3.55,2.1,2.58,2.87,2.16,1.39,3.19,1.34,1.97,1.31,,0.4,,2.29,1.63,,,,5.32,2.86,3.67,,,,,12.4,12.4,51.18,51.6,47.95,26.37,50.42,45.71,1184.85,1140.43,1097.0,1092.0,1075.0,1102.82,0.02,-0.38,-0.59,-0.53,-0.47,-0.44,-0.13,0.0,0.02,0.27,0.4,0.19
39:5:agluonų,28.45,23.32,8.18,43.42,36.62,29.56,7.92,6.16,10.06,7.89,8.45,8.26,24.61,25.32,43.4,28.95,18.31,26.9,,3.07,3.14,2.63,0.0,1.75,6.85,1.87,5.66,3.95,1.41,3.33,,,,0.0,4.23,2.78,,,5.66,2.63,1.41,2.82,12.01,3.81,0.0,0.0,0.0,1.75,0.0,0.0,0.0,2.63,0.0,0.5,6.8,16.04,15.09,1.32,1.41,6.79,8.56,4.95,1.26,3.95,5.63,4.64,,0.04,0.0,0.0,1.41,0.58,3.25,7.33,1.89,2.63,6.34,4.61,0.0,,1.26,,2.11,1.54,,,,0.0,1.41,0.93,,,,,12.68,12.68,45.6,44.32,45.3,23.39,42.43,39.97,268.34,387.44,362.0,342.0,337.0,343.68,-0.11,-0.58,-0.62,-1.0,-0.87,-0.73,-0.26,0.11,0.3,0.11,0.42,0.22
30:1:amatų,18.71,22.44,12.39,20.4,24.13,20.57,31.69,23.65,31.78,28.21,23.99,26.86,17.62,9.05,17.2,5.29,6.07,9.33,,2.94,3.79,5.04,1.73,3.06,9.55,6.35,8.16,7.56,8.24,7.93,,,,8.82,10.4,9.85,,,7.43,7.05,3.76,5.48,5.25,1.71,2.19,0.5,0.29,1.31,0.15,0.29,0.44,0.25,0.29,0.3,4.58,4.13,6.27,0.5,1.01,2.6,6.07,6.16,0.73,3.53,1.01,2.66,,4.38,3.06,5.04,2.31,3.39,1.58,1.56,0.87,4.28,1.45,1.95,0.97,,0.44,,2.46,1.71,,,,2.77,1.01,1.62,,,,,12.86,12.86,56.91,59.06,57.47,35.02,62.61,55.06,1399.15,1312.5,1239.0,1148.0,1142.0,1207.51,0.12,-0.34,-0.56,-0.47,-0.37,-0.38,-0.16,-0.09,-0.11,0.07,0.38,0.12
39:10:gulbinų,23.95,27.04,11.9,33.66,28.29,26.02,9.06,9.97,11.05,9.41,5.32,8.13,34.4,26.47,44.48,32.18,28.29,32.12,,2.6,2.27,2.97,1.4,2.1,10.09,4.23,5.1,0.5,4.2,4.11,,,,2.48,5.32,4.35,,,4.53,2.48,0.84,2.1,9.23,3.73,1.13,0.0,0.0,1.53,0.23,0.47,0.0,0.5,0.0,0.19,3.56,8.83,13.88,1.98,0.56,4.59,4.79,2.65,1.42,10.4,1.4,3.72,,2.8,1.13,0.99,0.84,1.24,1.8,3.91,1.13,0.5,1.96,1.79,0.31,,0.0,,1.12,0.72,,,,1.49,0.56,0.88,,,,,20.45,20.45,48.73,51.99,48.4,30.6,55.46,48.09,1008.83,921.28,781.0,696.0,678.0,763.11,-0.09,-0.59,-0.69,-0.98,-0.82,-0.74,-0.23,0.09,0.27,0.34,0.68,0.38
30:8:naujoji,18.55,23.62,13.23,31.08,33.65,26.5,21.08,18.17,21.38,15.08,13.99,16.85,24.72,14.64,23.09,10.92,7.11,13.55,,2.33,4.67,4.62,1.2,2.78,6.27,3.71,4.56,4.62,5.52,4.97,,,,4.0,8.79,7.23,,,8.22,6.31,3.68,5.41,5.85,2.93,1.68,1.38,0.56,1.8,0.41,0.38,0.43,0.62,0.08,0.32,5.43,7.53,11.19,2.0,1.92,4.81,10.94,6.63,2.3,8.31,1.76,4.74,,2.76,2.94,3.23,1.84,2.5,3.06,1.65,1.09,3.23,1.36,1.87,0.69,,0.06,,1.76,1.14,,,,3.38,1.92,2.4,,,,,16.79,16.79,44.9,47.3,40.62,22.56,44.04,40.09,1706.89,1628.97,1599.22,2934.0,2936.0,2370.51,-0.01,-0.5,-0.62,-0.71,-0.6,-0.55,-0.13,0.03,0.01,-0.0,0.35,0.13
30:2:aramanauskovanago,19.12,19.39,14.18,23.26,26.08,21.77,24.49,20.66,27.72,21.63,15.27,20.37,21.81,12.74,18.99,7.91,7.76,11.79,,2.12,2.41,5.12,1.4,2.52,10.77,7.21,7.97,6.51,8.52,8.03,,,,4.65,13.23,10.33,,,11.52,6.05,4.07,6.32,5.33,2.87,1.77,0.7,0.38,1.51,0.23,0.23,0.25,0.0,0.0,0.1,4.58,4.73,4.94,0.7,1.78,2.83,7.06,8.83,1.77,8.84,2.04,4.82,,5.65,2.15,6.98,2.04,3.74,1.94,1.13,1.39,3.26,1.27,1.72,1.0,,0.25,,2.42,1.64,,,,4.19,1.78,2.6,,,,,13.74,13.74,54.74,60.02,54.1,31.88,58.75,52.49,1720.09,1610.61,1512.0,1374.0,1360.0,1460.36,0.07,-0.33,-0.5,-0.54,-0.49,-0.43,-0.19,0.04,-0.18,0.11,0.38,0.12
63:15:vankiškių,17.46,21.4,9.82,38.89,24.0,23.58,16.77,17.75,19.02,6.48,9.0,12.27,36.95,18.24,28.83,8.33,12.5,17.65,,3.28,3.68,2.78,2.0,2.69,2.4,2.8,4.29,0.93,2.5,2.52,,,,8.33,17.5,14.41,,,6.75,1.85,4.0,4.03,5.24,2.36,1.23,0.0,0.0,1.09,0.02,0.0,0.0,1.85,0.0,0.36,13.03,10.69,7.36,6.48,3.5,6.8,4.33,10.71,6.13,17.59,4.0,8.1,,0.08,3.07,0.93,1.5,1.4,2.37,4.18,1.84,2.78,1.0,2.12,0.02,,1.23,,2.0,1.5,,,,2.78,3.5,3.26,,,,,16.5,16.5,52.45,52.83,41.94,27.23,50.49,45.13,464.26,436.7,422.0,415.0,412.0,423.33,-0.12,-0.45,-0.67,-1.03,-0.74,-0.68,-0.02,0.0,0.22,-0.19,0.55,0.21
48:18:juostaviečių,10.73,14.58,7.28,32.99,26.36,21.57,16.65,12.48,19.87,19.59,15.5,17.0,21.43,19.53,11.92,8.25,3.1,9.77,,6.28,13.25,3.09,1.55,4.96,6.18,4.68,3.97,1.03,8.53,5.16,,,,3.09,9.3,6.76,,,9.27,3.09,3.1,4.52,7.8,3.17,1.99,1.03,1.55,2.29,0.55,0.01,1.99,1.03,0.0,0.66,29.93,20.36,22.52,8.25,5.43,13.39,2.25,2.46,1.32,11.34,0.78,3.81,,2.37,0.0,1.03,1.55,1.22,2.23,3.89,2.65,1.03,0.78,1.72,0.02,,0.0,,2.33,1.32,,,,4.12,5.43,4.9,,,,,20.16,20.16,50.45,45.15,49.22,35.4,48.34,45.12,364.89,326.31,319.0,274.0,271.0,296.21,0.01,-0.26,-0.47,-0.76,-0.46,-0.46,-0.04,0.19,-0.01,-0.01,0.37,0.15
30:3:centro,18.81,20.09,12.02,20.71,22.91,19.73,21.93,18.21,27.87,20.71,20.94,21.82,21.67,14.99,21.27,6.46,5.79,11.47,,2.44,2.64,4.9,1.85,2.77,7.91,5.28,6.61,6.46,5.91,6.22,,,,9.13,12.93,11.64,,,8.19,7.35,4.68,6.2,6.29,2.7,1.32,1.11,0.12,1.45,0.13,0.03,0.26,0.0,0.0,0.06,6.29,6.92,7.13,1.56,1.97,3.94,9.28,8.28,1.85,6.68,1.6,4.32,,3.86,4.49,4.68,3.57,4.04,3.09,1.89,0.92,5.79,1.6,2.48,1.35,,0.13,,2.71,1.81,,,,3.56,1.97,2.51,,,,,13.42,13.42,51.25,56.48,53.42,31.12,56.85,50.59,1711.85,1621.42,1490.0,1478.0,1467.0,1517.71,0.03,-0.42,-0.59,-0.53,-0.45,-0.45,-0.17,0.01,-0.01,0.02,0.43,0.16
30:10:vilties,18.14,21.63,13.01,28.5,31.63,25.05,24.16,18.65,24.42,22.16,19.52,21.14,25.57,13.9,21.68,10.03,6.63,12.79,,3.15,4.77,6.07,1.53,3.32,4.73,3.11,3.18,4.75,4.34,4.07,,,,5.01,9.95,8.4,,,10.69,3.43,3.06,4.85,5.7,2.77,2.31,1.06,0.38,1.74,0.41,0.37,0.14,0.26,0.26,0.27,6.64,7.82,9.83,1.85,2.3,4.77,8.54,9.48,2.46,7.12,1.66,4.71,,2.84,2.6,2.9,2.42,2.62,3.01,1.7,1.73,2.64,1.4,1.89,0.77,,0.14,,1.15,0.84,,,,2.37,2.3,2.32,,,,,13.78,13.78,47.13,46.79,38.49,22.31,46.02,40.73,1969.41,1886.28,1881.0,1748.0,1745.0,1813.0,-0.01,-0.48,-0.59,-0.67,-0.58,-0.52,-0.09,0.06,-0.05,0.08,0.38,0.16
30:18:vidzgirio,17.0,21.01,11.84,26.31,30.76,23.92,18.43,14.61,21.32,15.68,12.98,15.65,26.89,16.71,23.67,10.8,6.88,13.88,,3.05,5.05,4.53,1.78,3.13,8.3,5.05,6.27,5.23,7.34,6.54,,,,10.1,12.75,11.97,,,9.75,5.05,3.01,5.01,6.24,2.65,1.04,0.35,0.15,1.32,0.17,0.4,0.17,0.0,0.15,0.17,6.37,7.83,9.75,1.57,1.93,4.55,10.65,9.09,2.26,9.23,0.85,4.74,,2.96,2.0,2.26,2.47,2.43,2.79,2.11,1.13,2.96,1.62,1.95,0.69,,0.78,,1.62,1.27,,,,3.31,1.93,2.33,,,,,15.69,15.69,48.38,49.19,42.57,22.33,50.66,44.03,2946.94,2670.59,2859.0,2651.0,2647.0,2716.7,-0.0,-0.45,-0.56,-0.73,-0.6,-0.54,-0.15,0.01,-0.03,0.06,0.36,0.14
69:13:šaltinių,15.16,21.36,14.11,24.8,29.55,22.44,21.35,18.22,29.85,22.04,17.39,21.94,27.23,12.48,16.26,7.94,6.04,11.56,,2.62,4.54,5.19,2.07,3.43,8.55,4.77,6.46,4.7,5.96,5.93,,,,8.27,12.95,11.48,,,7.49,6.16,3.02,5.19,5.98,3.17,2.46,2.11,0.48,2.05,0.08,0.24,0.44,0.32,0.16,0.27,5.19,8.17,10.29,1.94,2.46,5.44,9.39,8.73,1.97,6.48,1.59,4.01,,2.94,2.43,4.38,3.1,3.11,2.55,2.11,0.68,2.76,1.51,1.65,1.01,,0.02,,0.79,0.52,,,,1.94,2.46,2.3,,,,,12.95,12.95,45.52,49.07,81.08,26.21,53.8,55.39,1659.01,1733.72,739.24,2419.0,2411.0,1815.43,0.03,-0.41,-0.59,-0.58,-0.57,-0.51,-0.13,-0.03,-0.11,0.09,0.37,0.11
69:17:gulbynės,15.89,20.63,14.7,27.62,30.95,24.52,18.91,15.39,23.59,15.14,12.56,15.82,27.71,16.28,25.14,10.32,6.11,13.76,,2.56,3.36,4.83,2.39,3.03,6.99,3.99,5.63,5.99,6.81,6.02,,,,9.32,14.25,12.85,,,6.72,3.49,2.18,3.44,6.32,2.78,2.36,0.67,0.49,1.82,0.14,0.56,0.54,0.33,0.07,0.28,7.96,8.87,7.8,2.16,1.68,4.62,9.44,9.34,1.36,10.98,1.68,5.3,,2.48,3.72,2.16,2.18,2.5,2.49,2.24,1.54,2.66,1.19,1.8,0.94,,0.27,,1.33,1.02,,,,2.66,1.68,1.96,,,,,16.14,16.14,45.36,48.53,32.81,18.34,43.52,38.93,1391.55,2139.12,3532.0,3353.0,3334.0,2950.88,-0.01,-0.48,-0.64,-0.76,-0.64,-0.56,-0.11,0.04,0.01,0.04,0.38,0.16
63:8:geištarų,17.65,21.05,11.55,28.51,28.13,23.16,26.23,15.52,22.66,20.08,16.36,18.89,28.4,19.65,25.71,6.83,4.6,13.34,,4.24,6.1,6.02,2.76,4.29,3.97,3.28,5.66,2.81,4.6,4.21,,,,10.44,15.81,14.18,,,7.19,4.82,2.21,3.99,6.49,3.43,3.27,0.8,0.18,1.94,0.47,0.01,0.0,0.4,0.37,0.26,5.13,7.12,9.8,0.0,0.37,3.5,6.77,9.74,3.05,14.46,2.39,6.18,,1.67,1.31,1.61,2.39,1.9,3.47,3.24,0.65,2.01,0.55,1.52,0.03,,0.0,,1.1,0.66,,,,0.0,0.37,0.26,,,,,18.2,18.2,46.41,51.2,44.21,22.94,49.6,44.0,984.77,1034.53,1079.0,1116.0,1125.0,1087.75,0.01,-0.48,-0.57,-0.71,-0.64,-0.55,-0.08,0.05,0.03,-0.03,0.46,0.19
48:1:atžalyno,23.63,24.62,14.44,33.26,34.05,28.13,17.88,13.71,19.74,15.48,12.97,15.17,19.28,11.05,17.21,4.81,4.4,9.11,,4.39,7.94,6.69,2.37,4.68,10.69,4.44,9.63,3.97,7.67,7.05,,,,6.69,9.58,8.61,,,6.26,4.39,2.59,3.88,5.75,3.27,0.96,0.21,0.11,1.32,0.19,0.2,0.24,1.26,0.34,0.47,11.0,11.74,11.91,1.88,1.69,5.93,8.05,5.8,4.45,8.58,1.69,4.76,,5.08,2.65,2.93,2.03,2.88,1.45,1.74,1.44,3.77,0.79,1.69,0.88,,0.12,,3.16,2.04,,,,3.97,1.69,2.46,,,,,16.57,16.57,49.32,51.73,42.34,26.29,48.86,43.89,2190.35,2006.59,2083.0,1856.0,1846.0,1946.18,0.0,-0.54,-0.57,-0.77,-0.59,-0.56,-0.24,0.01,-0.09,-0.13,0.32,0.06
63:9:miroslavo,19.04,15.74,10.15,21.25,23.65,19.31,28.82,20.17,27.59,11.44,12.0,17.12,20.2,16.64,22.99,9.81,8.35,13.35,,3.7,2.49,5.18,2.09,3.18,4.1,2.83,3.45,1.36,1.39,2.17,,,,14.99,27.65,22.93,,,6.13,4.36,1.57,3.38,7.88,2.84,1.72,0.27,0.35,1.57,0.83,0.0,0.0,0.27,0.0,0.13,6.25,8.18,14.37,2.45,2.26,5.53,7.77,8.36,2.49,18.53,2.78,7.5,,3.99,2.49,3.54,2.78,3.11,3.08,2.87,1.53,1.36,0.35,1.38,1.16,,0.57,,1.74,1.35,,,,2.72,2.26,2.43,,,,,13.04,13.04,47.48,50.84,46.08,32.72,51.92,46.1,1281.25,1209.45,1198.0,1143.0,1148.0,1175.65,0.04,-0.4,-0.67,-0.8,-0.83,-0.66,-0.1,0.15,0.11,0.18,0.61,0.3
